land_id,county_id
269,1170
270,729
271,3009
272,253
273,899
274,912
275,1947
276,1929
277,1439
278,1259
279,1793
280,1370
281,577
282,1472
283,1876
284,2527
285,626
286,212
287,2469
288,1750
289,156
290,2579
291,2170
292,2914
293,2147
294,2019
295,98
296,1732
297,2585
298,274
299,1087
300,2552
301,2298
302,279
303,1123
304,3033
305,189
306,854
307,2421
308,1910
309,2078
310,510
311,310
312,2704
313,52
314,3010
315,2370
316,2194
317,418
318,1663
319,2766
320,87
321,1059
322,2348
323,497
324,1302
325,2939
326,2532
327,2721
328,461
329,1848
330,692
331,872
332,2304
333,1806
334,1065
335,1546
336,2817
337,1570
338,336
339,3061
340,945
341,483
342,2402
343,1529
344,1445
345,240
346,1206
347,2668
348,543
349,2966
350,3069
351,421
352,2550
353,2811
354,594
355,1474
356,684
357,2719
358,54
359,2745
360,425
361,2446
362,3034
363,1947
364,3031
365,299
366,138
367,1929
368,179
369,2490
370,414
371,666
372,21
373,2495
374,384
375,2978
376,1294
377,288
378,589
379,1300
380,1882
381,2656
382,1505
383,1408
384,3052
385,1393
386,165
387,2751
388,793
389,2270
390,2364
391,1188
392,1283
393,2520
394,2100
395,1201
396,388
397,2410
398,1540
399,292
400,189
401,2333
402,1684
403,1341
404,2253
405,2515
406,144
407,750
408,2114
409,1171
410,2589
411,2055
412,2699
413,2038
414,807
415,1510
416,1595
417,140
418,2568
419,462
420,466
421,263
422,205
423,340
424,2574
425,872
426,1164
427,1765
428,2874
429,1562
430,1073
431,2885
432,2662
433,2052
434,2872
435,388
436,2341
437,1025
438,2392
439,1291
440,1804
441,2454
442,786
443,438
444,1269
445,1939
446,2930
447,26
448,2350
449,62
450,2458
451,2633
452,1572
453,557
454,11
455,1171
456,32
457,709
458,2492
459,618
460,1145
461,2798
462,3025
463,672
464,2530
465,1510
466,2970
467,777
468,2004
469,443
470,1901
471,1529
472,2888
473,901
474,1115
475,2718
476,2976
477,638
478,62
479,1639
480,2183
481,1932
482,2747
483,133
484,758
485,1698
486,2487
487,1417
488,2551
489,2060
490,1614
491,1010
492,833
493,524
494,2738
495,597
496,51
497,2448
498,2535
499,208
500,2235
501,345
502,1210
503,3078
504,2783
505,1016
506,2117
507,2187
508,1665
509,2764
510,2792
511,2257
512,1960
513,212
514,3071
515,682
516,2730
517,2024
518,2583
519,1955
520,1941
521,2604
522,3032
523,3001
524,1774
525,877
526,1859
527,3085
528,345
529,1188
530,750
531,2712
532,2837
533,2651
534,2158
535,1898
536,2369
537,2155
538,151
539,350
540,664
541,2026
542,2005
543,2302
544,2462
545,2060
546,232
547,985
548,2858
549,1955
550,609
551,1774
552,224
553,599
554,2844
555,974
556,711
557,756
558,1835
559,1363
560,517
561,2686
562,2953
563,1855
564,1454
565,1904
566,708
567,2990
568,3091
569,903
570,372
571,2187
572,2373
573,328
574,2408
575,1264
576,962
577,1878
578,1729
579,3085
580,118
581,2015
582,3028
583,3040
584,177
585,1743
586,30
587,2849
588,1733
589,2033
590,471
591,1520
592,2759
593,2948
594,503
595,261
596,2459
597,204
598,566
599,2836
600,3017
601,1502
602,1307
603,2390
604,439
605,2158
606,718
607,1049
608,1919
609,821
610,2726
611,1360
612,2927
613,2103
614,2981
615,683
616,2553
617,2607
618,1637
619,382
620,366
621,199
622,990
623,1868
624,1037
625,995
626,1421
627,2080
628,2461
629,2777
630,752
631,62
632,1452
633,1666
634,3096
635,2673
636,2526
637,2533
638,1201
639,237
640,514
641,566
642,457
643,1621
644,2
645,1278
646,236
647,2042
648,1839
649,2727
650,352
651,16
652,561
653,735
654,773
655,3093
656,578
657,2341
658,1634
659,1649
660,2967
661,164
662,1372
663,1392
664,2099
665,1421
666,980
667,677
668,2426
669,1401
670,1702
671,954
672,235
673,1514
674,2173
675,2233
676,1190
677,363
678,1055
679,1628
680,767
681,422
682,1435
683,1659
684,5
685,2556
686,463
687,1307
688,2498
689,1156
690,2410
691,1971
692,220
693,1482
694,1867
695,910
696,2704
697,2033
698,1003
699,2118
700,1641
701,536
702,2730
703,2275
704,1988
705,2283
706,217
707,1965
708,808
709,1216
710,1566
711,2265
712,666
713,471
714,2846
715,228
716,1108
717,879
718,640
719,1519
720,870
721,1331
722,2132
723,1527
724,2893
725,1999
726,2913
727,2883
728,1106
729,1897
730,524
731,2709
732,779
733,1218
734,2038
735,2634
736,1718
737,1834
738,2340
739,2247
740,2011
741,507
742,1670
743,2395
744,2319
745,1984
746,676
747,1492
748,2173
749,2702
750,30
751,2452
752,2178
753,1764
754,2322
755,61
756,419
757,666
758,998
759,1291
760,992
761,1671
762,2295
763,475
764,2823
765,2080
766,872
767,2871
768,2450
769,2650
770,2181
771,376
772,268
773,1568
774,2908
775,1338
776,1450
777,1342
778,1943
779,917
780,101
781,2426
782,785
783,2748
784,1435
785,1875
786,2691
787,630
788,1644
789,2482
790,1237
791,1001
792,1696
793,358
794,1346
795,1788
796,2654
797,1180
798,1163
799,42
800,1944
801,104
802,599
803,2301
804,1470
805,3014
806,1855
807,1288
808,2647
809,2299
810,866
811,1811
812,188
813,2425
814,1271
815,207
816,2518
817,496
818,2272
819,2681
820,509
821,3094
822,1160
823,2815
824,1222
825,62
826,3085
827,300
828,123
829,2748
830,2472
831,2631
832,1571
833,1935
834,1975
835,2190
836,1608
837,754
838,2962
839,376
840,2790
841,624
842,1360
843,738
844,817
845,2575
846,1214
847,486
848,145
849,1828
850,1200
851,1074
852,425
853,1169
854,1952
855,2826
856,603
857,1119
858,1174
859,1219
860,253
861,299
862,2518
863,2982
864,442
865,2922
866,2584
867,530
868,1937
869,2020
870,1870
871,1290
872,2544
873,2480
874,321
875,2872
876,1949
877,983
878,1404
879,932
880,2536
881,2643
882,2554
883,1399
884,2340
885,2178
886,198
887,1909
888,2785
889,2121
890,2725
891,3031
892,1337
893,679
894,422
895,1562
896,919
897,2393
898,143
899,786
900,3071
901,1154
902,149
903,1154
904,2947
905,1296
906,1114
907,544
908,764
909,2527
910,264
911,2622
912,2975
913,1557
914,2126
915,331
916,349
917,3037
918,1252
919,479
920,1783
921,3018
922,1518
923,2234
924,760
925,133
926,2255
927,2384
928,910
929,1658
930,491
931,1824
932,1490
933,747
934,2897
935,1864
936,575
937,1466
938,2275
939,1919
940,2314
941,1367
942,557
943,433
944,430
945,2396
946,923
947,1593
948,1682
949,2033
950,1022
951,2806
952,2646
953,810
954,1494
955,388
956,26
957,2669
958,951
959,1501
960,1815
961,2342
962,1305
963,776
964,884
965,1965
966,534
967,1909
968,2180
969,1160
970,647
971,790
972,2920
973,287
974,1830
975,2641
976,2219
977,211
978,759
979,1961
980,1959
981,1302
982,1050
983,288
984,2093
985,3082
986,934
987,582
988,1577
989,295
990,2055
991,355
992,1840
993,1420
994,441
995,2957
996,135
997,2844
998,2689
999,2853
1000,2252
1001,2379
1002,795
1003,256
1004,1056
1005,85
1006,1851
1007,6
1008,2477
1009,207
1010,101
1011,1412
1012,2945
1013,84
1014,2788
1015,255
1016,391
1017,2761
1018,1444
1019,1806
1020,2301
1021,1303
1022,1823
1023,2484
1024,2461
1025,2262
1026,3002
1027,1908
1028,1944
1029,570
1030,357
1031,899
1032,2138
1033,2174
1034,2148
1035,131
1036,548
1037,2317
1038,2924
1039,989
1040,1112
1041,1408
1042,304
1043,462
1044,2598
1045,2912
1046,2626
1047,1160
1048,22
1049,1800
1050,2308
1051,2051
1052,275
1053,1961
1054,2188
1055,2445
1056,2856
1057,271
1058,1849
1059,648
1060,942
1061,2661
1062,1941
1063,2960
1064,600
1065,254
1066,2821
1067,1438
1068,1474
1069,1532
1070,3024
1071,1043
1072,2841
1073,1559
1074,1876
1075,1843
1076,2497
1077,647
1078,2571
1079,2573
1080,1361
1081,720
1082,1517
1083,401
1084,1503
1085,1211
1086,3059
1087,665
1088,1384
1089,2538
1090,532
1091,285
1092,1266
1093,1207
1094,332
1095,2625
1096,37
1097,2810
1098,2314
1099,695
1100,2507
1101,2666
1102,1753
1103,2106
1104,281
1105,1512
1106,1107
1107,954
1108,1179
1109,1909
1110,2501
1111,1600
1112,2738
1113,1315
1114,164
1115,1880
1116,528
1117,2898
1118,1305
1119,547
1120,1740
1121,592
1122,2207
1123,649
1124,2381
1125,710
1126,2657
1127,306
1128,1947
1129,1943
1130,435
1131,867
1132,1470
1133,1361
1134,2672
1135,2814
1136,815
1137,189
1138,926
1139,1764
1140,655
1141,112
1142,173
1143,2706
1144,566
1145,2075
1146,2111
1147,284
1148,583
1149,1631
1150,2541
1151,2397
1152,2515
1153,3043
1154,808
1155,793
1156,2837
1157,2971
1158,1747
1159,871
1160,3076
1161,896
1162,847
1163,1211
1164,1983
1165,14
1166,1014
1167,2565
1168,2927
1169,595
1170,1710
1171,1105
1172,1389
1173,2164
1174,2994
1175,1253
1176,628
1177,578
1178,229
1179,1929
1180,3097
1181,828
1182,92
1183,510
1184,2105
1185,656
1186,2617
1187,3017
1188,1746
1189,2985
1190,1548
1191,217
1192,594
1193,1261
1194,2050
1195,2041
1196,2252
1197,464
1198,1360
1199,2881
1200,307
1201,1655
1202,975
1203,2358
1204,1759
1205,1786
1206,474
1207,1074
1208,374
1209,2967
1210,780
1211,2858
1212,651
1213,2672
1214,674
1215,1692
1216,1541
1217,265
1218,2925
1219,2892
1220,1905
1221,373
1222,2392
1223,2353
1224,2087
1225,2235
1226,1429
1227,2694
1228,2134
1229,2677
1230,221
1231,1239
1232,236
1233,169
1234,58
1235,1888
1236,2278
1237,1719
1238,516
1239,1543
1240,1910
1241,2057
1242,2820
1243,157
1244,628
1245,2226
1246,1298
1247,2580
1248,2228
1249,1854
1250,896
1251,1440
1252,2161
1253,911
1254,462
1255,731
1256,939
1257,508
1258,2977
1259,3085
1260,1672
1261,1185
1262,1467
1263,1313
1264,2787
1265,2077
1266,2942
1267,715
1268,536
1269,2953
1270,2905
1271,2934
1272,370
1273,1393
1274,291
1275,1291
1276,2779
1277,2703
1278,1029
1279,2432
1280,1621
1281,23
1282,463
1283,1130
1284,83
1285,2087
1286,1185
1287,409
1288,1123
1289,1718
1290,1751
1291,588
1292,1100
1293,2981
1294,2602
1295,2960
1296,570
1297,2721
1298,2655
1299,1809
1300,983
1301,1197
1302,943
1303,1915
1304,2155
1305,2776
1306,1062
1307,1723
1308,1850
1309,111
1310,2592
1311,2567
1312,155
1313,523
1314,2622
1315,521
1316,1186
1317,1965
1318,2078
1319,531
1320,2707
1321,1890
1322,1010
1323,938
1324,1747
1325,423
1326,570
1327,2921
1328,2444
1329,440
1330,1078
1331,1602
1332,2999
1333,1168
1334,1649
1335,375
1336,148
1337,82
1338,1400
1339,1414
1340,2295
1341,3080
1342,429
1343,55
1344,1079
1345,887
1346,2911
1347,3082
1348,3016
1349,1327
1350,1475
1351,3053
1352,313
1353,663
1354,1466
1355,1140
1356,1242
1357,1727
1358,2825
1359,1991
1360,1770
1361,1555
1362,288
1363,3026
1364,2891
1365,79
1366,2669
1367,2844
1368,2034
1369,2047
1370,200
1371,149
1372,998
1373,2307
1374,2972
1375,3018
1376,2233
1377,2750
1378,108
1379,434
1380,929
1381,2927
1382,554
1383,819
1384,615
1385,2679
1386,525
1387,998
1388,1984
1389,2689
1390,1819
1391,1673
1392,481
1393,892
1394,2007
1395,2834
1396,1844
1397,782
1398,2361
1399,2472
1400,871
1401,1004
1402,2241
1403,2353
1404,162
1405,3046
1406,1435
1407,138
1408,398
1409,2401
1410,1271
1411,3025
1412,750
1413,311
1414,2277
1415,2732
1416,365
1417,1090
1418,1683
1419,2941
1420,1287
1421,1866
1422,1149
1423,1455
1424,2340
1425,2363
1426,1680
1427,1005
1428,277
1429,2327
1430,281
1431,2497
1432,264
1433,2953
1434,2085
1435,1174
1436,1014
1437,2599
1438,1355
1439,1541
1440,96
1441,1774
1442,3008
1443,1845
1444,2527
1445,862
1446,538
1447,714
1448,2032
1449,2822
1450,2999
1451,74
1452,2354
1453,363
1454,302
1455,1960
1456,232
1457,2106
1458,1097
1459,901
1460,39
1461,497
1462,2529
1463,2681
1464,1745
1465,1154
1466,1005
1467,756
1468,1965
1469,1655
1470,3079
1471,337
1472,646
1473,2937
1474,514
1475,2365
1476,1703
1477,1027
1478,251
1479,167
1480,2196
1481,1320
1482,2566
1483,756
1484,2321
1485,2769
1486,851
1487,1476
1488,99
1489,637
1490,1288
1491,1082
1492,281
1493,2779
1494,2699
1495,631
1496,2418
1497,2650
1498,185
1499,2671
1500,1639
1501,481
1502,2648
1503,2294
1504,996
1505,1122
1506,992
1507,1892
1508,1288
1509,2498
1510,1362
1511,2991
1512,2108
1513,2208
1514,1153
1515,1405
1516,1012
1517,1835
1518,1592
1519,1258
1520,1623
1521,27
1522,381
1523,1232
1524,214
1525,1781
1526,873
1527,1495
1528,2771
1529,1439
1530,2739
1531,934
1532,2616
1533,1152
1534,2328
1535,937
1536,3087
1537,997
1538,1722
1539,2827
1540,91
1541,2479
1542,1601
1543,3071
1544,2055
1545,291
1546,2373
1547,1517
1548,2150
1549,821
1550,1726
1551,1824
1552,712
1553,2742
1554,1877
1555,2318
1556,683
1557,2749
1558,2424
1559,2912
1560,16
1561,2297
1562,2747
1563,1970
1564,1102
1565,1412
1566,2859
1567,2370
1568,2222
1569,250
1570,1656
1571,1187
1572,3039
1573,6
1574,1920
1575,2169
1576,2699
1577,698
1578,2617
1579,970
1580,1707
1581,728
1582,1711
1583,1641
1584,176
1585,1500
1586,1132
1587,1185
1588,161
1589,1340
1590,2047
1591,3096
1592,73
1593,889
1594,235
1595,569
1596,1043
1597,2676
1598,1627
1599,2088
1600,2946
1601,1552
1602,1736
1603,989
1604,2957
1605,555
1606,1725
1607,836
1608,277
1609,3039
1610,282
1611,101
1612,819
1613,1699
1614,1827
1615,1320
1616,505
1617,577
1618,1283
1619,3047
1620,1733
1621,379
1622,2745
1623,2672
1624,1815
1625,2789
1626,1191
1627,2821
1628,1787
1629,2772
1630,532
1631,2647
1632,1868
1633,59
1634,1233
1635,239
1636,2786
1637,2675
1638,2081
1639,2028
1640,505
1641,906
1642,245
1643,2315
1644,1814
1645,1070
1646,2125
1647,1379
1648,2584
1649,2284
1650,2694
1651,2302
1652,2216
1653,430
1654,1617
1655,1115
1656,2934
1657,746
1658,1534
1659,377
1660,434
1661,1081
1662,628
1663,1005
1664,2061
1665,1206
1666,905
1667,410
1668,671
1669,1984
1670,1586
1671,2347
1672,1655
1673,271
1674,2883
1675,2107
1676,2329
1677,1711
1678,1492
1679,3001
1680,1633
1681,1450
1682,2801
1683,2500
1684,488
1685,210
1686,2444
1687,621
1688,2377
1689,149
1690,1370
1691,2091
1692,353
1693,893
1694,3006
1695,2032
1696,2937
1697,1984
1698,2837
1699,3015
1700,2595
1701,2159
1702,1497
1703,2378
1704,1181
1705,2911
1706,1431
1707,1024
1708,685
1709,1074
1710,867
1711,1968
1712,3036
1713,1662
1714,1000
1715,2538
1716,3096
1717,205
1718,541
1719,480
1720,2860
1721,1817
1722,464
1723,903
1724,1908
1725,884
1726,1696
1727,2176
1728,347
1729,2018
1730,1584
1731,2921
1732,1985
1733,542
1734,166
1735,1683
1736,2067
1737,405
1738,1177
1739,1851
1740,430
1741,2694
1742,1551
1743,196
1744,3079
1745,10
1746,485
1747,62
1748,740
1749,619
1750,1477
1751,1056
1752,2998
1753,602
1754,2152
1755,1208
1756,1899
1757,997
1758,2377
1759,2414
1760,777
1761,2318
1762,1403
1763,1224
1764,1042
1765,1734
1766,1057
1767,2480
1768,2464
1769,587
1770,1563
1771,2052
1772,1615
1773,394
1774,133
1775,122
1776,2813
1777,1756
1778,2229
1779,2928
1780,2685
1781,1750
1782,1630
1783,1383
1784,2966
1785,2784
1786,1729
1787,1740
1788,1350
1789,1439
1790,395
1791,1628
1792,2028
1793,140
1794,2101
1795,2714
1796,1050
1797,2918
1798,1005
1799,984
1800,3089
1801,951
1802,3028
1803,2731
1804,2153
1805,2924
1806,1482
1807,961
1808,1051
1809,2601
1810,1944
1811,124
1812,1322
1813,823
1814,2098
1815,610
1816,2658
1817,1540
1818,2214
1819,315
1820,1878
1821,324
1822,1039
1823,2604
1824,3060
1825,369
1826,1504
1827,2532
1828,1011
1829,2969
1830,2992
1831,301
1832,3004
1833,1780
1834,2677
1835,1873
1836,1201
1837,1719
1838,3006
1839,2034
1840,992
1841,90
1842,2883
1843,3001
1844,264
1845,1010
1846,478
1847,1997
1848,2683
1849,2668
1850,2826
1851,2257
1852,2031
1853,357
1854,2856
1855,2920
1856,1517
1857,1664
1858,1620
1859,702
1860,2075
1861,1612
1862,1078
1863,875
1864,603
1865,2380
1866,1076
1867,1908
1868,485
1869,2328
1870,3029
1871,2393
1872,2926
1873,1039
1874,2464
1875,1400
1876,2593
1877,1853
1878,1401
1879,1182
1880,901
1881,1668
1882,1844
1883,60
1884,1290
1885,1763
1886,544
1887,23
1888,2730
1889,899
1890,2321
1891,1989
1892,1830
1893,3078
1894,2413
1895,1778
1896,404
1897,333
1898,2104
1899,1197
1900,2990
1901,2206
1902,2465
1903,2446
1904,2496
1905,2994
1906,1152
1907,1311
1908,2346
1909,2058
1910,2387
1911,1135
1912,627
1913,1332
1914,1467
1915,392
1916,2973
1917,1290
1918,971
1919,773
1920,629
1921,1297
1922,905
1923,723
1924,2676
1925,2844
1926,1582
1927,2165
1928,2827
1929,80
1930,3004
1931,2554
1932,1123
1933,2741
1934,448
1935,2503
1936,664
1937,2732
1938,2053
1939,2705
1940,1658
1941,1801
1942,278
1943,128
1944,965
1945,1640
1946,3043
1947,2356
1948,418
1949,1855
1950,587
1951,1330
1952,1839
1953,1397
1954,2268
1955,2723
1956,984
1957,2940
1958,756
1959,1570
1960,2745
1961,1559
1962,2942
1963,3092
1964,1097
1965,1778
1966,312
1967,2846
1968,380
1969,1420
1970,1454
1971,1837
1972,1030
1973,742
1974,2880
1975,851
1976,1960
1977,2747
1978,1005
1979,1477
1980,1138
1981,749
1982,1984
1983,2840
1984,2798
1985,1773
1986,966
1987,1701
1988,2097
1989,1820
1990,361
1991,1241
1992,2092
1993,2832
1994,444
1995,2992
1996,68
1997,2190
1998,2601
1999,1928
2000,1340
2001,2249
2002,662
2003,851
2004,2468
2005,2034
2006,1385
2007,1021
2008,1717
2009,927
2010,2797
2011,2286
2012,1723
2013,694
2014,730
2015,2384
2016,61
2017,881
2018,2720
2019,592
2020,194
2021,2723
2022,1839
2023,634
2024,566
2025,493
2026,2320
2027,1872
2028,2484
2029,598
2030,2141
2031,2541
2032,1068
2033,1172
2034,1138
2035,3005
2036,784
2037,1305
2038,2192
2039,3002
2040,588
2041,1102
2042,217
2043,2176
2044,967
2045,2509
2046,1153
2047,634
2048,2756
2049,2534
2050,756
2051,150
2052,780
2053,2195
2054,196
2055,1885
2056,282
2057,932
2058,948
2059,126
2060,1523
2061,1307
2062,2368
2063,1445
2064,2065
2065,279
2066,2752
2067,686
2068,292
2069,458
2070,2744
2071,12
2072,3046
2073,2477
2074,3092
2075,1095
2076,2362
2077,2134
2078,1126
2079,1108
2080,3060
2081,976
2082,261
2083,1601
2084,61
2085,1730
2086,1522
2087,2663
2088,1825
2089,1556
2090,2702
2091,1028
2092,913
2093,7
2094,2101
2095,2183
2096,1606
2097,1794
2098,2499
2099,933
2100,1500
2101,2013
2102,2953
2103,2250
2104,2746
2105,1497
2106,500
2107,1768
2108,324
2109,878
2110,2223
2111,2977
2112,1053
2113,746
2114,2149
2115,1770
2116,1591
2117,2628
2118,2314
2119,1846
2120,3083
2121,488
2122,1163
2123,106
2124,943
2125,1149
2126,588
2127,1087
2128,365
2129,1242
2130,1920
2131,2338
2132,122
2133,261
2134,2130
2135,2840
2136,331
2137,632
2138,1346
2139,581
2140,2878
2141,1001
2142,248
2143,2992
2144,179
2145,1945
2146,1225
2147,2806
2148,425
2149,117
2150,2962
2151,3059
2152,1402
2153,2590
2154,3
2155,958
2156,581
2157,1890
2158,1681
2159,781
2160,975
2161,1662
2162,3038
2163,1354
2164,1576
2165,725
2166,2386
2167,439
2168,677
2169,2096
2170,699
2171,3
2172,2860
2173,510
2174,2130
2175,1337
2176,2408
2177,2230
2178,1350
2179,2308
2180,2913
2181,1412
2182,3004
2183,2422
2184,1343
2185,1943
2186,2554
2187,605
2188,2017
2189,1691
2190,1380
2191,1121
2192,2718
2193,191
2194,2524
2195,722
2196,499
2197,575
2198,3036
2199,1875
2200,676
2201,2139
2202,2491
2203,105
2204,2548
2205,2817
2206,1560
2207,1518
2208,1488
2209,1910
2210,456
2211,2908
2212,209
2213,158
2214,298
2215,3101
2216,2282
2217,2242
2218,824
2219,24
2220,621
2221,890
2222,1235
2223,2546
2224,1510
2225,1094
2226,2347
2227,1966
2228,2541
2229,1112
2230,3029
2231,889
2232,133
2233,1632
2234,2188
2235,2301
2236,168
2237,1454
2238,956
2239,1273
2240,1733
2241,1030
2242,3024
2243,590
2244,2943
2245,3004
2246,3058
2247,1284
2248,2780
2249,2240
2250,436
2251,3086
2252,2422
2253,1055
2254,1554
2255,2074
2256,1455
2257,1424
2258,2732
2259,327
2260,2232
2261,1396
2262,899
2263,662
2264,927
2265,1610
2266,2260
2267,1652
2268,407
2269,2843
2270,1890
2271,2883
2272,1687
2273,2794
2274,1805
2275,1507
2276,68
2277,1395
2278,579
2279,1588
2280,2500
2281,187
2282,2878
2283,1700
2284,2371
2285,475
2286,2178
2287,1450
2288,1536
2289,756
2290,589
2291,2863
2292,1738
2293,73
2294,544
2295,429
2296,656
2297,1178
2298,1769
2299,626
2300,197
2301,1399
2302,1950
2303,845
2304,207
2305,792
2306,2262
2307,2216
2308,3045
2309,909
2310,311
2311,618
2312,2215
2313,1578
2314,521
2315,2349
2316,430
2317,2546
2318,2029
2319,2907
2320,1901
2321,2548
2322,2866
2323,2297
2324,476
2325,2652
2326,1072
2327,1146
2328,1353
2329,2269
2330,1986
2331,1928
2332,1480
2333,1990
2334,769
2335,1091
2336,1644
2337,1141
2338,2562
2339,2193
2340,1591
2341,95
2342,1185
2343,2830
2344,677
2345,2216
2346,1085
2347,1767
2348,626
2349,1773
2350,2833
2351,601
2352,305
2353,2269
2354,2526
2355,1400
2356,1429
2357,2464
2358,2343
2359,607
2360,3032
2361,2404
2362,3004
2363,1687
2364,1269
2365,1858
2366,1284
2367,2304
2368,873
2369,1302
2370,2387
2371,1559
2372,1019
2373,174
2374,818
2375,1353
2376,2094
2377,1156
2378,985
2379,2636
2380,1477
2381,1572
2382,1886
2383,569
2384,937
2385,2270
2386,1267
2387,508
2388,2391
2389,399
2390,2909
2391,73
2392,2218
2393,2643
2394,1850
2395,1922
2396,2982
2397,2381
2398,1236
2399,518
2400,3057
2401,2289
2402,1852
2403,565
2404,2711
2405,2847
2406,2269
2407,214
2408,560
2409,80
2410,3093
2411,794
2412,641
2413,1869
2414,2802
2415,1780
2416,2609
2417,883
2418,28
2419,603
2420,1285
2421,2154
2422,2186
2423,2686
2424,1627
2425,2529
2426,820
2427,2162
2428,1141
2429,316
2430,949
2431,1071
2432,1653
2433,336
2434,2603
2435,2731
2436,721
2437,1122
2438,2413
2439,2414
2440,1511
2441,1645
2442,1496
2443,1567
2444,487
2445,1042
2446,3084
2447,51
2448,1295
2449,1583
2450,727
2451,8
2452,1806
2453,3019
2454,510
2455,634
2456,963
2457,2429
2458,2118
2459,378
2460,3017
2461,2350
2462,2955
2463,1844
2464,2971
2465,1522
2466,1469
2467,2511
2468,1915
2469,82
2470,1028
2471,1725
2472,911
2473,931
2474,115
2475,2657
2476,1936
2477,2883
2478,849
2479,629
2480,2316
2481,3012
2482,2980
2483,791
2484,2837
2485,250
2486,1768
2487,2352
2488,904
2489,162
2490,394
2491,2446
2492,353
2493,1038
2494,1788
2495,696
2496,1343
2497,1862
2498,1358
2499,1629
2500,302
2501,401
2502,1013
2503,1601
2504,2165
2505,2891
2506,2382
2507,2831
2508,2072
2509,112
2510,1514
2511,2838
2512,2342
2513,2615
2514,504
2515,2196
2516,1788
2517,383
2518,2177
2519,33
2520,157
2521,2107
2522,1230
2523,97
2524,888
2525,1099
2526,2045
2527,1578
2528,742
2529,2040
2530,2659
2531,631
2532,1355
2533,776
2534,1403
2535,2176
2536,2439
2537,2794
2538,780
2539,1535
2540,92
2541,1590
2542,949
2543,1202
2544,2089
2545,3094
2546,985
2547,2165
2548,1334
2549,2278
2550,337
2551,1710
2552,1501
2553,3011
2554,425
2555,163
2556,1931
2557,778
2558,1345
2559,887
2560,571
2561,710
2562,179
2563,2355
2564,1832
2565,1350
2566,2153
2567,2473
2568,828
2569,1469
2570,1070
2571,511
2572,2732
2573,2993
2574,736
2575,2838
2576,1960
2577,1574
2578,451
2579,2174
2580,1989
2581,2313
2582,2253
2583,2740
2584,1870
2585,2196
2586,1607
2587,2615
2588,2758
2589,2267
2590,1694
2591,1520
2592,321
2593,1917
2594,1610
2595,3049
2596,1981
2597,2804
2598,579
2599,150
2600,1739
2601,42
2602,1379
2603,1557
2604,2311
2605,1198
2606,188
2607,936
2608,1720
2609,1202
2610,2958
2611,1464
2612,882
2613,573
2614,933
2615,1669
2616,2359
2617,2584
2618,619
2619,1371
2620,291
2621,663
2622,778
2623,2565
2624,789
2625,2506
2626,2556
2627,2415
2628,2814
2629,228
2630,2370
2631,1642
2632,2468
2633,2919
2634,859
2635,1010
2636,1018
2637,966
